;Identificador do acidente;Identificador do condutor;Estado;Identificador do veículo;Tipo de veículo;Marca do veículo;Envolvido;Estado físico do condutor;Idade;Gênero
77795;608717;1359486;SP;1088886;Caminhão-trator;SCANIA/R 420 A6X2;Condutor;Ileso;35;Masculino
77823;608728;1359459;SP;1088856;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;26;Masculino
77825;608728;1363817;SP;1088857;Caminhão;Não Informado;Condutor;Não Informado;41;Não Informado
77843;608738;1359501;SP;1088897;Motocicleta;JTA-SUZUKI/GSR150I;Condutor;Ileso;46;Masculino
77845;608738;1359911;SP;1089211;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
77900;608761;1359508;SP;1088902;Automóvel;CHEV/SPIN 1.8L AT LT;Condutor;Lesões Leves;68;Masculino
77903;608761;1359515;SP;1088903;Automóvel;VW/GOL 1.6;Condutor;Lesões Leves;47;Masculino
77959;608787;1359653;SP;1088991;Caminhão-trator;VOLVO/FH 460 6X2T;Condutor;Ileso;55;Masculino
77960;608787;1359659;SP;1089003;Caminhonete;FORD/F250 XL L;Condutor;Lesões Leves;46;Masculino
77962;608787;1359654;SP;1088997;Camioneta;JEEP/COMPASS SPORT F;Condutor;Lesões Leves;34;Feminino
77973;608792;1359712;SP;1089047;Caminhão;Não Informado;Condutor;Não Informado;41;Não Informado
77974;608792;1360110;SP;1089337;Motocicleta;HONDA/CB300F TWISTER ABS;Condutor;Lesões Leves;47;Masculino
77975;608792;1360135;SP;1089372;Caminhonete;FIAT/STRADA ENDURANCE CS;Condutor;Ileso;42;Masculino
78033;608822;1359660;SP;1089009;Ônibus;M.BENZ/BUSSCAR VBUSS R;Condutor;Ileso;34;Masculino
78040;608826;1359716;SP;1089049;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;47;Masculino
78041;608826;1359736;SP;1089063;Automóvel;RENAULT/MEGANEGT DYN 16;Condutor;Ileso;35;Masculino
78095;608849;1359799;SP;1089102;Automóvel;GM/VECTRA SEDAN ELITE;Condutor;Não Informado;41;Não Informado
78096;608849;1359800;SP;1089103;Automóvel;FIAT/UNO ATTRACTIVE 1.0;Condutor;Lesões Leves;33;Masculino
78097;608849;1359802;SP;1089106;Caminhão-trator;IVECO/EUROTECH 450E37TN1;Condutor;Ileso;37;Masculino
78206;608901;1360581;SP;1089743;Automóvel;FORD/ESCORT 1.8 L;Condutor;Ileso;57;Masculino
78208;608901;1362348;SP;1091098;Caminhão-trator;Não Informado;Condutor;Não Informado;41;Não Informado
78242;608912;1360026;SP;1089287;Automóvel;FIAT/ARGO DRIVE 1.0;Condutor;Ileso;75;Masculino
78379;608963;1360413;SP;1089277;Automóvel;Não Informado;Condutor;Ileso;41;Masculino
78380;608963;1360010;SP;1089278;Automóvel;FIAT/PALIO FIRE FLEX;Condutor;Ileso;29;Masculino
78381;608963;1360412;SP;1089603;Motocicleta;KAWASAKI/NINJA 650R;Condutor;Lesões Leves;36;Masculino
78427;608984;1360151;SP;1089385;Automóvel;VW/VOYAGE 1.0L MC4;Condutor;Lesões Leves;47;Masculino
78428;608984;1360154;SP;1089387;Camioneta;FORD/ECOSPORT FSL1.6FLEX;Condutor;Ileso;33;Feminino
78455;608991;1360077;SP;1089330;Automóvel;FIAT/PALIO SPORTING 1.6;Condutor;Lesões Leves;32;Masculino
78456;608991;1362263;SP;1089590;Caminhão-trator;Não Informado;Condutor;Não Informado;41;Não Informado
78539;609023;1360217;SP;1089443;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;24;Masculino
78543;609025;1360247;SP;1089471;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;24;Feminino
78544;609025;1360250;SP;1089473;Automóvel;FIAT/PALIO FIRE;Condutor;Ileso;55;Masculino
78545;609026;1360259;SP;1089479;Automóvel;FORD/FIESTA FLEX;Condutor;Ileso;31;Masculino
78546;609026;1360268;SP;1089483;Motocicleta;HONDA/CG 125 FAN;Condutor;Lesões Leves;34;Masculino
78614;609060;1360251;SP;1089468;Motocicleta;HONDA/CG 150 TITAN KS;Condutor;Lesões Leves;45;Masculino
78615;609060;1360253;SP;1089474;Automóvel;GM/CORSA SEDAN JOY;Condutor;Ileso;45;Feminino
78645;609071;1360546;SP;1089712;Automóvel;GM/CELTA 2P SUPER;Condutor;Ileso;32;Masculino
78646;609071;1360547;SP;1089710;Camioneta;FORD/ECOSPORT FSL 1.6;Condutor;Lesões Leves;64;Masculino
78647;609072;1361180;SP;1090173;Motocicleta;MOTTU/SPORT 110I;Condutor;Ileso;42;Masculino
78761;609121;1360416;SP;1089606;Automóvel;FIAT/PALIO WK ADVEN FLEX;Condutor;Ileso;61;Masculino
78764;609123;1360415;SP;1089604;Caminhonete;GM/S10;Condutor;Ileso;33;Masculino
78765;609123;1360417;SP;1089605;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Graves;25;Masculino
78773;609128;1360541;SP;1089706;Automóvel;HONDA/CIVIC LXS;Condutor;Ileso;22;Masculino
78774;609128;1360542;SP;1089708;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;41;Masculino
78849;609167;1360579;SP;1089741;Automóvel;FIAT/UNO MILLE FIRE FLEX;Condutor;Lesões Leves;34;Masculino
78850;609167;1360582;SP;1089742;Caminhonete;FIAT/STRADA FREEDOM 13CS;Condutor;Ileso;55;Masculino
78852;609169;1360491;SP;1089669;Motocicleta;HONDA/CG 150 FAN ESI;Condutor;Lesões Leves;43;Masculino
78861;609174;1362324;SP;1091082;Automóvel;VW/POLO 1.6;Condutor;Ileso;40;Masculino
78862;609174;1362322;SP;1091081;Motocicleta;HONDA/XRE 300;Condutor;Lesões Leves;48;Masculino
78876;609180;1360511;SP;1089682;Caminhão-trator;M.BENZ/AXOR 2536 LS;Condutor;Lesões Leves;29;Masculino
78877;609181;1360585;SP;1089746;Automóvel;FIAT/PALIO EDX;Condutor;Lesões Graves;47;Masculino
78878;609181;1360587;SP;1089747;Caminhonete;FIAT/DUCATO MC TCA AMB;Condutor;Lesões Leves;59;Masculino
78879;609181;1360590;SP;1089748;Caminhão;VW/24.320 CNC 6X2;Condutor;Ileso;53;Masculino
78880;609182;1360521;SP;1089689;Camioneta;HYUNDAI/TUCSON TURBO GLS;Condutor;Ileso;32;Masculino
78881;609182;1360522;SP;1089691;Motocicleta;HONDA/CBX 250 TWISTER;Condutor;Lesões Leves;60;Masculino
78899;609195;1360558;SP;1089724;Automóvel;I/NISSAN VERSA 16SL FLEX;Condutor;Ileso;76;Masculino
78901;609195;1360561;SP;1089725;Automóvel;TOYOTA/YARIS SA XL15;Condutor;Ileso;59;Masculino
78902;609195;1360566;SP;1089732;Utilitário;MMC/ASX 2.0 AWD CVT;Condutor;Ileso;66;Masculino
79065;609241;1360802;SP;1089853;Automóvel;GM/CORSA MILENIUM;Condutor;Ileso;20;Masculino
79077;609246;1360728;SP;1089812;Automóvel;RENAULT/CLIO EXP 1.0 H;Condutor;Não Informado;41;Não Informado
79139;609271;1360809;SP;1089870;Automóvel;CHEVROLET/COBALT 1.8 LT;Condutor;Lesões Leves;45;Feminino
79173;609287;1360846;SP;1089902;Motocicleta;HONDA/NXR160 BROS ESDD;Condutor;Lesões Leves;23;Feminino
79174;609287;1360844;SP;1089901;Camioneta;I/HONDA CR-V EXL FLEX4WD;Condutor;Ileso;51;Masculino
79243;609317;1360940;SP;1089970;Camioneta;FIAT/PULSE AUDACE TF200;Condutor;Ileso;22;Feminino
79244;609317;1360943;SP;1089972;Caminhão;VW/24.280 CRM 6X2;Condutor;Ileso;32;Masculino
79332;609362;1361015;SP;1090026;Automóvel;VW/FOX 1.6 GII;Condutor;Ileso;39;Masculino
79334;609362;1361016;SP;1090027;Ônibus;MBENZ/MPOLO PARADISO R;Condutor;Ileso;44;Masculino
79338;609362;1361014;SP;1090025;Automóvel;I/FORD FUSION;Condutor;Lesões Graves;32;Masculino
79342;609365;1360989;SP;1090001;Automóvel;VW/GOLF;Condutor;Ileso;19;Masculino
79359;609374;1375633;SP;1101621;Automóvel;GM/MERIVA;Condutor;Ileso;33;Masculino
79361;609375;1365213;SP;1093433;Automóvel;FIAT/MOBI EASY;Condutor;Ileso;30;Masculino
79462;609422;1361119;SP;1090121;Motocicleta;KTM/200 DUKE;Condutor;Lesões Leves;25;Masculino
79545;609468;1361229;SP;1090218;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;21;Masculino
79546;609468;1361231;SP;1090219;Bicicleta;Não Informado;Condutor;Lesões Graves;36;Masculino
79574;609483;1361381;SP;1090306;Automóvel;TOYOTA/ETIOS HB PLT15 AT;Condutor;Lesões Leves;81;Masculino
79576;609483;1364713;SP;1093063;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
79597;609491;1361408;SP;1090344;Caminhão-trator;SCANIA/R114GA4X2NZ 380;Condutor;Ileso;49;Masculino
79599;609491;1361410;SP;1090347;Automóvel;VW/VIRTUS EXCLUSIVE;Condutor;Lesões Leves;56;Masculino
79604;609492;1361356;SP;1090314;Automóvel;I/HYUNDAI AZERA 3.3 V6;Condutor;Lesões Leves;42;Masculino
79612;609496;1361339;SP;1090299;Automóvel;VW/T CROSS HL TSI;Condutor;Ileso;41;Masculino
79613;609496;1361340;SP;1090300;Motoneta;HONDA/BIZ 125 ES;Condutor;Lesões Leves;20;Masculino
79640;609508;1361427;SP;1090359;Automóvel;RENAULT/SCENIC RT1.6 16V;Condutor;Lesões Leves;38;Masculino
79641;609508;1361429;SP;1090360;Caminhão-trator;SCANIA/R450 A6X2;Condutor;Ileso;37;Masculino
79685;609525;1361579;SP;1090476;Automóvel;FIAT/SIENA EL 1.0 FLEX;Condutor;Ileso;37;Masculino
79712;609534;1361431;SP;1090346;Automóvel;Não Informado;Condutor;Ileso;41;Não Informado
79783;609564;1361457;SP;1090389;Motocicleta;YAMAHA/YBR 125K;Condutor;Lesões Leves;33;Masculino
79784;609564;1362539;SP;1090390;Bicicleta;Não Informado;Condutor;Lesões Graves;62;Masculino
79816;609582;1361566;SP;1090463;Caminhonete;FIAT/STRADA WORKING;Condutor;Ileso;50;Masculino
79817;609582;1361567;SP;1090464;Motocicleta;HONDA/CG 160 TITAN;Condutor;Lesões Leves;24;Masculino
79839;609595;1361548;SP;1090453;Motocicleta;HONDA/CG 150 TITAN KS;Condutor;Lesões Leves;37;Feminino
79860;609608;1361583;SP;1090477;Automóvel;VW/GOL 1.0;Condutor;Ileso;26;Masculino
79950;609650;1362269;SP;1091029;Motocicleta;HONDA/CG 150 FAN ESI;Condutor;Lesões Leves;26;Feminino
79951;609650;1362266;SP;1091028;Automóvel;GM/CELTA 4P SPIRIT;Condutor;Ileso;27;Masculino
79952;609651;1363227;SP;1091822;Motocicleta;YAMAHA/FAZER YS250;Condutor;Lesões Graves;28;Masculino
79988;609669;1362033;SP;1090679;Motocicleta;HONDA/CG 150 TITAN ES;Condutor;Lesões Leves;34;Masculino
79990;609671;1361746;SP;1090591;Motocicleta;HONDA/CB 300R;Condutor;Lesões Leves;38;Masculino
79991;609671;1361927;SP;1090748;Camioneta;JEEP/RENEGADE LNGTD AT;Condutor;Ileso;48;Feminino
79992;609672;1363999;SP;1090605;Caminhão;VW/26.260 E;Condutor;Ileso;35;Masculino
80015;609683;1361848;SP;1090690;Caminhão-trator;VOLVO/VM 310 4X2T;Condutor;Lesões Leves;53;Masculino
80026;609688;1361928;SP;1090743;Caminhão-trator;VOLVO/FH 540 6X4T;Condutor;Ileso;32;Masculino
80027;609688;1361925;SP;1090747;Caminhão-trator;SCANIA/R 420 A4X2;Condutor;Ileso;33;Masculino
80049;609701;1361801;SP;1090653;Automóvel;RENAULT/CAPTUR ZEN 16A;Condutor;Ileso;55;Masculino
80050;609701;1361805;SP;1090655;Motoneta;HONDA/ELITE 125;Condutor;Lesões Leves;41;Feminino
80252;609793;1362117;SP;1090894;Caminhão;VOLVO/VM 260 6X2R;Condutor;Ileso;39;Masculino
80253;609793;1362120;SP;1090897;Caminhão-trator;VOLVO/FH 460 4X2T;Condutor;Ileso;52;Masculino
80276;609806;1362230;SP;1090997;Caminhão;FORD/CARGO 816 S;Condutor;Ileso;70;Masculino
80281;609808;1362111;SP;1090900;Automóvel;HONDA/CITY LX CVT;Condutor;Lesões Leves;68;Masculino
80283;609808;1364076;SP;1090898;Outros;Não Informado;Condutor;Ileso;41;Não Informado
80287;609810;1362078;SP;1090871;Bicicleta;Não Informado;Condutor;Lesões Leves;35;Masculino
80302;609819;1362186;SP;1090960;Automóvel;CHEVROLET/CELTA 1.0L LT;Condutor;Lesões Leves;41;Feminino
80303;609819;1362185;SP;1090959;Camioneta;I/HYUNDAI TUCSON GLS 27L;Condutor;Ileso;35;Masculino
80304;609820;1362112;SP;1090902;Automóvel;HYUNDAI/HB20S 10M VISION;Condutor;Lesões Graves;43;Feminino
80374;609854;1362203;SP;1090975;Automóvel;FORD/FIESTA HA 1.6L TI A;Condutor;Lesões Leves;33;Masculino
80378;609857;1362179;SP;1090953;Caminhão-trator;SCANIA/R450 A4X2;Condutor;Lesões Leves;41;Masculino
80386;609862;1362212;SP;1090966;Automóvel;TOYOTA/COROLLA GLI UPPER;Condutor;Ileso;37;Masculino
80407;609873;1362967;SP;1091594;Motocicleta;HONDA/CG 160 TITAN;Condutor;Lesões Leves;23;Masculino
80430;609884;1362319;SP;1091077;Caminhão;FORD/CARGO 1119;Condutor;Ileso;36;Masculino
80431;609884;1362318;SP;1091074;Automóvel;VW/PARATI 16V;Condutor;Ileso;45;Masculino
80486;609906;1362325;SP;1091087;Automóvel;PEUGEOT/207PASSION XR;Condutor;Lesões Leves;34;Feminino
80507;609915;1363890;SP;1091347;Caminhão;Não Informado;Condutor;Não Informado;41;Não Informado
80528;609923;1362338;SP;1091091;Motoneta;JTA/SUZUKI AN125;Condutor;Lesões Leves;24;Masculino
80529;609923;1362340;SP;1091092;Automóvel;GM/ASTRA HB 4P ADVANTAGE;Condutor;Não Informado;41;Não Informado
80535;609926;1362405;SP;1091144;Caminhonete;RENAULT/MASTERF2 REV AMB;Condutor;Ileso;65;Masculino
80536;609926;1362409;SP;1091145;Automóvel;FORD/KA SE 1.5 SD;Condutor;Ileso;32;Masculino
80855;610066;1362717;SP;1091392;Automóvel;FIAT/SIENA ESSENCE 1.6;Condutor;Lesões Leves;54;Masculino
80893;610106;1363503;SP;1092018;Motocicleta;YAMAHA/FAZER YS250;Condutor;Lesões Leves;20;Masculino
80935;610122;1363125;SP;1091730;Motocicleta;YAMAHA/FAZER YS250;Condutor;Lesões Leves;40;Masculino
80944;610128;1362871;SP;1091506;Automóvel;VW/VIRTUS MF;Condutor;Lesões Leves;27;Masculino
80945;610128;1362873;SP;1091508;Automóvel;HONDA/CIVIC LXR;Condutor;Ileso;59;Masculino
80946;610128;1362870;SP;1091505;Automóvel;VW/GOL 1000I;Condutor;Ileso;32;Masculino
80947;610128;1362872;SP;1091507;Utilitário;CHERY/TIGGO2 1.5 AT ACT;Condutor;Ileso;22;Feminino
81003;610151;1362880;SP;1091517;Camioneta;JEEP/RENEGADE SPORT MT;Condutor;Ileso;50;Masculino
81004;610151;1362881;SP;1091518;Motocicleta;HONDA/CG 125 CARGO KS;Condutor;Lesões Graves;54;Masculino
81007;610153;1363238;SP;1091829;Caminhão;M.BENZ/ACCELO 1016 CE;Condutor;Ileso;58;Masculino
81008;610153;1363236;SP;1091828;Caminhonete;I/TOYOTA HILUX CDSRXA4FD;Condutor;Ileso;47;Masculino
81012;610155;1362858;SP;1091487;Automóvel;CHEVROLET/ONIX 10MT JOYE;Condutor;Ileso;51;Feminino
81013;610155;1364983;SP;1093247;Motocicleta;YAMAHA/YZF R15 ABS;Condutor;Lesões Leves;17;Masculino
81069;610183;1362906;SP;1091534;Caminhão-trator;VW/19.320 CLC TT;Condutor;Lesões Leves;41;Masculino
81159;610232;1363024;SP;1091637;Caminhonete;I/HYUNDAI HR HDLWBSC;Condutor;Ileso;63;Masculino
81160;610232;1363025;SP;1091638;Motoneta;HONDA/ELITE 125;Condutor;Lesões Leves;41;Feminino
81216;610266;1363595;SP;1092083;Caminhão-trator;VW/28.480 MTM 6X2;Condutor;Ileso;44;Masculino
81217;610266;1363597;SP;1092084;Automóvel;CHEV/ONIX JOY;Condutor;Ileso;25;Masculino
81218;610267;1363146;SP;1091743;Caminhão-trator;M.BENZ/AXOR 2544 LS;Condutor;Ileso;61;Masculino
81246;610274;1363666;SP;1092142;Automóvel;CHEVROLET/ONIX 10MT JOYE;Condutor;Ileso;33;Masculino
81277;610291;1363198;SP;1091791;Caminhão;M.BENZ/L 1113;Condutor;Ileso;54;Masculino
81278;610291;1363199;SP;1091792;Automóvel;HYUNDAI/HB20S 1.6A PREM;Condutor;Lesões Leves;37;Masculino
81294;610302;1363337;SP;1091900;Motoneta;YAMAHA/NMAX 160;Condutor;Lesões Leves;46;Feminino
81295;610302;1365002;SP;1093260;Motocicleta;Não Informado;Condutor;Não Informado;41;Não Informado
81296;610304;1363219;SP;1091813;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;46;Masculino
81297;610304;1363221;SP;1091814;Caminhonete;CHEVROLET/MONTANA LS2;Condutor;Ileso;35;Masculino
81304;610308;1363272;SP;1091859;Automóvel;RENAULT/LOGAN EXPR 16 M;Condutor;Ileso;35;Masculino
81306;610308;1363273;SP;1091860;Motocicleta;YAMAHA/FZ25 FAZER;Condutor;Lesões Leves;22;Masculino
81343;610325;1363490;SP;1092010;Automóvel;VW/GOL MPI;Condutor;Ileso;55;Masculino
81344;610325;1363491;SP;1092011;Motocicleta;YAMAHA/FZ25 FAZER;Condutor;Lesões Leves;30;Masculino
81345;610326;1363435;SP;1091986;Caminhão;M.BENZ/L 1620;Condutor;Lesões Leves;33;Masculino
81359;610333;1364917;SP;1093181;Motocicleta;HONDA/CG 125 FAN KS;Condutor;Lesões Leves;41;Masculino
81360;610333;1365037;SP;1093279;Automóvel;I/HYUNDAI I30 2.0;Condutor;Não Informado;41;Não Informado
81386;610346;1363439;SP;1091989;Caminhonete;I/VW AMAROK CD 4X4 S;Condutor;Ileso;40;Masculino
81437;610368;1363578;SP;1092068;Motocicleta;YAMAHA/FAZER250 BLUEFLEX;Condutor;Lesões Leves;53;Masculino
81438;610368;1363576;SP;1092064;Caminhão-trator;VW/19.330 CTC 4X2;Condutor;Ileso;49;Feminino
81439;610368;1363577;SP;1092066;Automóvel;HONDA/FIT LX;Condutor;Ileso;28;Masculino
81477;610383;1363373;SP;1091927;Automóvel;VW/GOL CLI 1.8;Condutor;Lesões Leves;68;Masculino
81519;610409;1363575;SP;1092067;Motocicleta;HONDA/CG 160 TITAN EX;Condutor;Lesões Leves;24;Masculino
81520;610409;1363574;SP;1092065;Automóvel;TOYOTA/COROLLA GLI18 CVT;Condutor;Ileso;67;Masculino
81524;610411;1363496;SP;1092017;Motocicleta;TRAXX/JH125 35A;Condutor;Lesões Leves;66;Masculino
81613;610448;1363558;SP;1092051;Automóvel;GM/CORSA SEDAN;Condutor;Lesões Leves;81;Masculino
81625;610454;1363702;SP;1092179;Caminhão;I/M.BENZ313CDI MARIMAR A;Condutor;Lesões Graves;45;Masculino
81628;610456;1363580;SP;1092072;Motocicleta;HONDA/CG 150 TITAN ES;Condutor;Lesões Leves;40;Masculino
81629;610456;1363667;SP;1092141;Caminhão;Não Informado;Condutor;Não Informado;41;Não Informado
81632;610457;1363641;SP;1092121;Automóvel;CHEVROLET/PRISMA 1.4L LT;Condutor;Ileso;48;Masculino
81634;610457;1363642;SP;1092123;Automóvel;NISSAN/KICKS S CVT;Condutor;Ileso;27;Feminino
81642;610462;1364072;SP;1092516;Camioneta;JEEP/RENEGADE LGTD T270;Condutor;Ileso;43;Masculino
81643;610462;1364069;SP;1092517;Motocicleta;DAFRA/NH 190;Condutor;Ileso;54;Masculino
81644;610462;1364071;SP;1092518;Motocicleta;YAMAHA/NMAX;Condutor;Ileso;24;Masculino
81645;610462;1364070;SP;1092519;Motoneta;HONDA/PCX 150;Condutor;Lesões Leves;23;Feminino
81674;610476;1363718;SP;1092197;Caminhão-trator;DAF/XF FTS 480;Condutor;Ileso;32;Masculino
81699;610490;1363707;SP;1092182;Automóvel;FIAT/PALIO EDX;Condutor;Lesões Leves;20;Masculino
81702;610492;1363715;SP;1092195;Caminhão-trator;VOLVO/FH 440 4X2T;Condutor;Lesões Leves;43;Feminino
81717;610501;1363875;SP;1092347;Caminhão-trator;VOLVO/FH12 380 4X2T;Condutor;Ileso;48;Masculino
81719;610502;1363878;SP;1092352;Automóvel;GM/CLASSIC SPIRIT;Condutor;Lesões Leves;34;Feminino
81720;610502;1363880;SP;1092354;Caminhão;M.BENZ/ATEGO 2425;Condutor;Ileso;55;Masculino
81721;610503;1363740;SP;1092218;Caminhão;FORD/CARGO 815 N;Condutor;Ileso;31;Masculino
81737;610512;1363775;SP;1092248;Caminhonete;FIAT/FIORINO 1.4 FLEX;Condutor;Ileso;37;Masculino
81738;610512;1363776;SP;1092250;Automóvel;CHEVROLET/CRUZE LTZ HB;Condutor;Ileso;54;Masculino
81739;610512;1363777;SP;1092251;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;27;Masculino
81742;610514;1363765;SP;1092240;Automóvel;VW/POLO 1.6;Condutor;Lesões Leves;58;Masculino
81743;610514;1363763;SP;1092239;Automóvel;FIAT/FASTBACK ABARTH 270;Condutor;Ileso;23;Masculino
81772;610528;1365394;SP;1093573;Motocicleta;HONDA/CBX 250 TWISTER;Condutor;Lesões Leves;31;Masculino
81773;610528;1365562;SP;1093710;Caminhonete;CHEVROLET/S10 LT FS2;Condutor;Ileso;59;Masculino
81781;610532;1363773;SP;1092247;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;27;Masculino
81808;610546;1363836;SP;1092317;Motocicleta;YAMAHA/FZ25 FAZER;Condutor;Lesões Leves;34;Masculino
81809;610546;1363834;SP;1092316;Camioneta;JEEP/RENEGADE LNGTD AT;Condutor;Ileso;36;Masculino
81859;610569;1363922;SP;1092398;Bicicleta;Não Informado;Condutor;Lesões Graves;70;Masculino
81860;610569;1363923;SP;1092399;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
81868;610574;1364216;SP;1092609;Automóvel;FIAT/UNO WAY 1.4;Condutor;Ileso;30;Masculino
81869;610574;1364589;SP;1092956;Caminhão-trator;Não Informado;Condutor;Não Informado;41;Não Informado
81870;610574;1364079;SP;1092524;Camioneta;I/FORD EDGE V6;Condutor;Lesões Leves;42;Masculino
81878;610578;1363885;SP;1092362;Caminhão-trator;SCANIA/R450 A6X2;Condutor;Ileso;46;Masculino
81879;610578;1363886;SP;1092363;Caminhão-trator;VW/19.360 CTC 4X2;Condutor;Óbito;60;Masculino
81891;610584;1363902;SP;1092380;Automóvel;I/VW GOLF HIGHLINE MC;Condutor;Lesões Leves;40;Masculino
81994;610631;1366158;SP;1093391;Motocicleta;HONDA/CG 150 TITAN KS;Condutor;Lesões Leves;29;Masculino
81995;610631;1365166;SP;1093389;Utilitário;TOYOTA/CCROSS XRE 20;Condutor;Ileso;52;Feminino
82079;610660;1364360;SP;1092758;Motocicleta;YAMAHA/YZF R3 ABS;Condutor;Lesões Leves;29;Masculino
82080;610660;1364365;SP;1092762;Caminhão;RENAULT/MASTER PL1 CM A;Condutor;Ileso;51;Masculino
82082;610660;1364366;SP;1092763;Automóvel;I/NISSAN VERSA ADVNC CVT;Condutor;Ileso;46;Masculino
82119;610679;1364111;SP;1092552;Caminhonete;GM/S10 ADVANTAGE D;Condutor;Ileso;43;Masculino
82122;610679;1364110;SP;1092553;Motocicleta;YAMAHA/LANDER XTZ250;Condutor;Lesões Leves;60;Masculino
82219;610707;1364196;SP;1092617;Caminhão;VW/23.220;Condutor;Ileso;48;Masculino
82237;610715;1364191;SP;1092619;Automóvel;FIAT/PALIO 16V;Condutor;Não Informado;41;Não Informado
82245;610720;1364276;SP;1092684;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;22;Masculino
82246;610720;1366834;SP;1094698;Caminhonete;FIAT/TORO FREEDOM AT;Condutor;Ileso;35;Feminino
82257;610726;1364259;SP;1092665;Automóvel;GM/CELTA 4P LIFE;Condutor;Lesões Graves;41;Masculino
82258;610727;1364252;SP;1092662;Automóvel;VW/FOX 1.0 GII;Condutor;Lesões Leves;46;Masculino
82263;610730;1364258;SP;1092664;Automóvel;I/BMW 330I VB31;Condutor;Ileso;47;Masculino
82273;610732;1364303;SP;1092705;Automóvel;FORD/KA SE 1.0 SD C;Condutor;Lesões Leves;35;Feminino
82282;610737;1364275;SP;1092683;Caminhonete;FIAT/STRADA FIRE FLEX;Condutor;Lesões Leves;22;Masculino
82329;610758;1364344;SP;1092741;Automóvel;VW/UP MOVE MB;Condutor;Lesões Leves;53;Masculino
82379;610782;1364358;SP;1092756;Automóvel;HYUNDAI/HB20 1.0M COMFOR;Condutor;Ileso;44;Masculino
82384;610785;1364402;SP;1092787;Motocicleta;HONDA/POP 110I;Condutor;Lesões Leves;26;Masculino
82407;610793;1364397;SP;1092785;Automóvel;HONDA/CIVIC LXS FLEX;Condutor;Lesões Leves;54;Masculino
82427;610805;1364543;SP;1092914;Automóvel;TOYOTA/ETIOS HB X VSC MT;Condutor;Ileso;42;Masculino
82428;610805;1364545;SP;1092916;Motocicleta;HONDA/CB300F TWISTER CBS;Condutor;Lesões Leves;23;Masculino
82431;610807;1364790;SP;1093101;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;25;Masculino
82432;610807;1365995;SP;1094018;Automóvel;CHEVROLET/ONIX 1.0MT LT;Condutor;Ileso;38;Masculino
82433;610807;1365997;SP;1094021;Camioneta;HYUNDAI/TUCSON GLSB;Condutor;Ileso;31;Masculino
82434;610808;1364446;SP;1092828;Motocicleta;YAMAHA/MT03 ABS;Condutor;Lesões Leves;23;Masculino
82436;610809;1364452;SP;1092834;Motocicleta;HONDA/CG 160 TITAN;Condutor;Lesões Leves;47;Feminino
82484;610841;1364486;SP;1092867;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;22;Masculino
82541;610865;1364624;SP;1092978;Automóvel;VW/QUANTUM GLS;Condutor;Lesões Graves;29;Masculino
82542;610865;1364622;SP;1092977;Automóvel;VW/GOL MI;Condutor;Lesões Leves;35;Feminino
82551;610870;1366023;SP;1094040;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;32;Masculino
82581;610884;1364554;SP;1092924;Automóvel;FORD/ESCORT LX;Condutor;Lesões Leves;65;Masculino
82589;610888;1364613;SP;1092970;Automóvel;I/HYUNDAI AZERA 3.3 V6;Condutor;Ileso;34;Masculino
82590;610888;1364611;SP;1092972;Automóvel;VW/VIRTUS HL AD;Condutor;Ileso;34;Feminino
82591;610888;1364612;SP;1092971;Automóvel;RENAULT/SANDERO AUTH 10;Condutor;Ileso;42;Masculino
82598;610892;1364939;SP;1093205;Automóvel;VW/GOL 1.0;Condutor;Ileso;40;Masculino
82601;610892;1364940;SP;1093207;Automóvel;HYUNDAI/HB20 1.6A COMF;Condutor;Lesões Leves;22;Masculino
82621;610900;1364664;SP;1093015;Automóvel;GM/CLASSIC LIFE;Condutor;Ileso;20;Masculino
82622;610900;1365177;SP;1093397;Motocicleta;HONDA/CG 160 TITAN EX;Condutor;Lesões Graves;31;Masculino
82697;610926;1364715;SP;1093062;Motocicleta;HONDA/XRE 190 SE;Condutor;Lesões Leves;22;Masculino
82698;610926;1364714;SP;1093059;Automóvel;I/CHEVROLET CLASSIC LS;Condutor;Ileso;35;Masculino
82728;610943;1364716;SP;1093065;Motocicleta;HONDA/CB 250F TWISTER;Condutor;Lesões Leves;24;Masculino
